Country,State,District,Year,Reported land area ,Forest land area,Land area under non-agricultural uses,Barren and unculturable land area,Permanent pasture and other grazing land area,Land under miscellaneous Tree Crops and Groves not included in Net Area Sown,Culturable waste land area,Fallow lands other than current fallow lands,Current Fallow land area,Net sown land area,Cropped land area,Land area sown more than once
India,Uttarakhand,Champawat,"Agriculture Year (Jul - Jun), 2015",233225.000,132338.000,4554.000,7487.000,16652.000,23400.000,16022.000,10057.000,5794.000,16921.000,26182.000,9261.000
India,Jharkhand,Hazaribagh,"Agriculture Year (Jul - Jun), 2011",431315.000,203673.000,24302.000,20197.000,4472.000,4352.000,7802.000,56295.000,66264.000,43958.000,51383.000,7425.000
India,West Bengal,Jhargram,"Agriculture Year (Jul - Jun), 2015",299705.481,55493.125,52414.029,262.724,169.770,1439.494,820.124,458.637,21696.332,166951.246,330767.236,163815.990
India,West Bengal,Nadia,"Agriculture Year (Jul - Jun), 2013",390786.205,1216.222,89194.672,28.026,0.000,2275.552,307.330,433.120,2941.283,294390.000,713301.822,418911.821
India,Uttar Pradesh,Hardoi,"Agriculture Year (Jul - Jun), 2013",598876.000,12271.000,54644.000,14294.000,4599.000,10133.000,11946.000,18724.000,38431.000,433834.000,664199.000,230365.000
India,Odisha,Gajapati,"Agriculture Year (Jul - Jun), 2014",504898.000,246898.000,11000.000,141000.000,15000.000,5000.000,6000.000,8000.000,13000.000,59000.000,66911.000,7911.000
India,Uttar Pradesh,Sultanpur,"Agriculture Year (Jul - Jun), 2014",265881.000,637.000,40487.000,8023.000,1100.000,2098.000,6954.000,10253.000,22874.000,173455.000,278989.000,105534.000
India,Rajasthan,Kota,"Agriculture Year (Jul - Jun), 2014",518345.000,126225.000,31085.000,30880.000,13942.000,603.000,23257.000,12555.000,7747.000,272051.000,448459.000,176408.000
India,Uttarakhand,Almora,"Agriculture Year (Jul - Jun), 2016",464942.000,236184.000,12383.000,24049.000,29214.000,38568.000,38233.000,6547.000,2872.000,76892.000,112350.000,35458.000
India,Tamil Nadu,Namakkal,"Agriculture Year (Jul - Jun), 2015",336719.000,43909.000,38760.000,24539.000,6664.000,3769.000,4760.000,9292.000,49141.000,155885.000,207720.000,51835.000
India,Madhya Pradesh,Rajgarh,"Agriculture Year (Jul - Jun), 2011",616300.000,17636.000,44230.000,28993.000,58924.000,254.000,27112.000,3344.000,946.000,434861.000,745646.000,310785.000
India,Uttarakhand,Champawat,"Agriculture Year (Jul - Jun), 2014",233225.000,132338.000,4452.000,7487.000,16652.000,23400.000,16005.000,9402.000,4377.000,19112.000,26487.000,7375.000
India,Meghalaya,West Jaintia Hills,"Agriculture Year (Jul - Jun), 2012",,,,,,,,,,,,
India,Uttar Pradesh,Aligarh,"Agriculture Year (Jul - Jun), 2016",371261.000,2577.000,41355.000,5714.000,1730.000,200.000,6600.000,4517.000,2942.000,305626.000,565681.000,260055.000
India,Jharkhand,Dumka,"Agriculture Year (Jul - Jun), 2013",377523.000,48871.000,32237.000,25642.000,18382.000,5895.000,22229.000,54410.000,104672.000,65185.000,86274.000,21089.000
India,West Bengal,Darjeeling,"Agriculture Year (Jul - Jun), 2012",222027.234,84982.111,26750.861,1592.199,339.724,1897.814,760.627,2001.505,11291.382,92411.011,133043.477,40632.466
India,Rajasthan,Baran,"Agriculture Year (Jul - Jun), 2014",699461.000,217806.000,28159.000,36445.000,34254.000,196.000,12570.000,14538.000,9182.000,346311.000,493597.000,147286.000
India,Himachal Pradesh,Bilaspur,"Agriculture Year (Jul - Jun), 2015",111776.000,14013.000,15845.000,4437.000,39583.000,151.000,5433.000,964.000,1535.000,29815.000,51789.000,21974.000
India,Karnataka,Uttara Kannada,"Agriculture Year (Jul - Jun), 2013",1024679.000,813595.000,34552.000,16234.000,16625.000,4806.000,6450.000,14340.000,6539.000,111538.000,122285.000,10747.000
India,Madhya Pradesh,Ujjain,"Agriculture Year (Jul - Jun), 2014",609874.000,3149.000,58805.000,5756.000,31967.000,129.000,6259.000,1750.000,1093.000,500966.000,882067.000,381101.000
India,Telangana,Hyderabad,"Agriculture Year (Jul - Jun), 2013",21700.000,0.000,21700.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
India,Telangana,Mulugu,"Agriculture Year (Jul - Jun), 2017",311624.589,197095.665,13700.144,12594.177,5011.029,7703.647,3647.851,6872.857,3645.221,61353.998,77877.775,16523.777
India,Rajasthan,Pali,"Agriculture Year (Jul - Jun), 2018",1233079.000,86797.000,59419.000,138772.000,91314.000,520.000,43578.000,116354.000,91113.000,605212.000,685095.000,79883.000
India,Telangana,Jangoan,"Agriculture Year (Jul - Jun), 2018",211572.000,2783.000,11574.000,11127.000,13200.000,6415.000,6466.000,20819.000,32279.000,106909.000,130701.000,23792.000
India,Madhya Pradesh,Katni,"Agriculture Year (Jul - Jun), 2015",493092.000,97122.000,38245.000,37142.000,39817.000,25.000,30702.000,19950.000,20655.000,209434.000,296340.000,86906.000
India,Uttar Pradesh,Ballia,"Agriculture Year (Jul - Jun), 2014",299265.000,81.000,47152.000,9353.000,98.000,4520.000,1188.000,4911.000,18327.000,213635.000,340658.000,127023.000
India,Madhya Pradesh,Sagar,"Agriculture Year (Jul - Jun), 2016",1022759.000,297932.000,58690.000,12607.000,76361.000,620.000,11515.000,10714.000,9116.000,545204.000,923551.000,378347.000
India,Rajasthan,Churu,"Agriculture Year (Jul - Jun), 2011",1385898.000,6609.000,65363.000,650.000,37499.000,19.000,13228.000,46246.000,51915.000,1164369.000,1527962.000,363593.000
India,Uttar Pradesh,Amroha,"Agriculture Year (Jul - Jun), 2012",216879.000,21001.000,17564.000,1067.000,196.000,212.000,885.000,1136.000,3068.000,171750.000,262758.000,91008.000
India,Telangana,Bhadradri Kothagudem,"Agriculture Year (Jul - Jun), 2018",701569.000,433447.000,49894.000,44056.000,15283.000,14957.000,8462.000,1513.000,626.000,133331.000,146054.000,12723.000
India,Uttarakhand,Dehradun,"Agriculture Year (Jul - Jun), 2015",363371.000,201830.000,22850.000,2435.000,9744.000,13960.000,54125.000,12798.000,6186.000,39443.000,57134.000,17691.000
India,Uttar Pradesh,Etah,"Agriculture Year (Jul - Jun), 2015",244068.000,1034.000,22514.000,1679.000,343.000,163.000,9518.000,4491.000,5418.000,198908.000,333123.000,134215.000
India,Uttar Pradesh,Sitapur,"Agriculture Year (Jul - Jun), 2015",573891.000,5772.000,66949.000,5733.000,679.000,4614.000,6157.000,13555.000,30444.000,439988.000,672013.000,232025.000
India,Kerala,Kozhikode,"Agriculture Year (Jul - Jun), 2017",234641.000,41386.000,38983.000,577.000,0.000,100.000,2281.000,960.000,1878.000,148476.000,191345.000,42869.000
India,Telangana,Jogulamba Gadwal,"Agriculture Year (Jul - Jun), 2016",258353.000,747.000,25358.000,12933.000,5033.000,642.000,2313.000,18242.000,23266.000,169819.000,187812.000,17993.000
India,Karnataka,Kalaburagi,"Agriculture Year (Jul - Jun), 2017",1094120.000,35316.000,41369.000,35113.000,25855.000,1131.000,9417.000,32182.000,40566.000,873171.000,1072949.000,199778.000
India,Jharkhand,Palamu,"Agriculture Year (Jul - Jun), 2011",460431.000,169819.000,30638.000,26312.000,2396.000,1665.000,6100.000,85916.000,79003.000,58582.000,65850.000,7268.000
India,Rajasthan,Dungarpur,"Agriculture Year (Jul - Jun), 2018",385674.000,64476.000,23024.000,67146.000,34539.000,970.000,21503.000,33622.000,8626.000,131768.000,193707.000,61939.000
India,Odisha,Kalahandi,"Agriculture Year (Jul - Jun), 2013",724118.000,253801.000,52000.000,18000.000,28000.000,2000.000,32000.000,27000.000,57000.000,254317.000,315097.000,60780.000
India,Nagaland,Phek,"Agriculture Year (Jul - Jun), 2011",202098.000,109770.000,9573.000,250.000,0.000,16670.000,8590.000,13750.000,8650.000,34845.000,44825.000,9980.000
India,West Bengal,Purulia,"Agriculture Year (Jul - Jun), 2017",625646.000,75048.000,109542.000,1100.000,729.000,4599.000,5106.000,3079.000,112835.000,313608.000,367513.000,53905.000
India,Uttar Pradesh,Pratapgarh,"Agriculture Year (Jul - Jun), 2017",361629.000,569.000,71516.000,9005.000,524.000,10413.000,4695.000,3893.000,32047.000,228967.000,372354.000,143387.000
India,West Bengal,Medinipur West,"Agriculture Year (Jul - Jun), 2017",622760.000,82105.000,121166.000,707.000,467.000,2646.000,1917.000,520.000,29355.000,383877.000,851448.000,467571.000
India,Nagaland,Mon,"Agriculture Year (Jul - Jun), 2014",178308.000,101115.000,7565.000,255.000,0.000,7289.000,5502.000,7758.000,3518.000,45306.000,50525.000,5219.000
India,Uttar Pradesh,Gautam Buddha Nagar,"Agriculture Year (Jul - Jun), 2011",125422.000,2003.000,33624.000,2047.000,506.000,297.000,2063.000,6145.000,16111.000,62626.000,100436.000,37810.000
India,Tamil Nadu,Pudukkottai,"Agriculture Year (Jul - Jun), 2013",466329.000,23535.000,129910.000,9863.000,5124.000,25697.000,9787.000,110441.000,25156.000,126816.000,132234.000,5418.000
India,Himachal Pradesh,Shimla,"Agriculture Year (Jul - Jun), 2015",525327.000,150349.000,18540.000,12028.000,235865.000,7747.000,10731.000,6919.000,12815.000,70333.000,86292.000,15959.000
India,Uttar Pradesh,Ghazipur,"Agriculture Year (Jul - Jun), 2011",333214.000,121.000,49655.000,2315.000,803.000,3456.000,3282.000,3192.000,16537.000,253853.000,409164.000,155311.000
India,West Bengal,Coochbehar,"Agriculture Year (Jul - Jun), 2014",331565.000,4256.000,64720.000,0.000,7.000,6510.000,716.000,0.000,815.000,254541.000,533664.000,279123.000
India,Tamil Nadu,Salem,"Agriculture Year (Jul - Jun), 2011",520530.000,125682.000,61850.000,38198.000,4200.000,2959.000,5030.000,15445.000,39719.000,227447.000,323351.000,95904.000
India,Meghalaya,South West Garo Hills,"Agriculture Year (Jul - Jun), 2011",,,,,,,,,,,,
India,Tamil Nadu,Madurai,"Agriculture Year (Jul - Jun), 2015",374173.000,48473.000,75569.000,13031.000,233.000,2753.000,14273.000,85001.000,11425.000,123415.000,138429.000,15014.000
India,Madhya Pradesh,Indore,"Agriculture Year (Jul - Jun), 2017",383097.000,52208.000,40054.000,11401.000,19023.000,75.000,2488.000,4466.000,2747.000,250635.000,493222.000,242587.000
India,West Bengal,Maldah,"Agriculture Year (Jul - Jun), 2015",370862.000,1679.000,82281.000,0.000,0.000,2712.000,75.000,240.000,46972.000,236903.000,469800.000,232897.000
India,Tripura,West Tripura,"Agriculture Year (Jul - Jun), 2013",104596.000,29265.000,40668.000,0.000,119.000,550.000,198.000,104.000,141.000,33551.000,59948.000,26397.000
India,Uttar Pradesh,Siddharth Nagar,"Agriculture Year (Jul - Jun), 2011",297814.000,3708.000,37809.000,2500.000,803.000,2808.000,3151.000,2104.000,9279.000,235652.000,340190.000,104538.000
India,Madhya Pradesh,Mandla,"Agriculture Year (Jul - Jun), 2017",965559.000,593198.000,44818.000,10739.000,20217.000,72.000,25238.000,27668.000,27464.000,216145.000,320016.000,103871.000
India,Uttar Pradesh,Etah,"Agriculture Year (Jul - Jun), 2012",244068.000,1034.000,23667.000,2295.000,328.000,593.000,12843.000,9122.000,9856.000,184330.000,304048.000,119718.000
India,Uttar Pradesh,Pratapgarh,"Agriculture Year (Jul - Jun), 2015",361629.000,569.000,71110.000,9128.000,518.000,15352.000,5875.000,3400.000,27088.000,228589.000,339788.000,111199.000
India,Odisha,Malkangiri,"Agriculture Year (Jul - Jun), 2013",611741.000,335588.000,29000.000,54000.000,23000.000,1000.000,4000.000,17000.000,28000.000,120153.000,124214.000,4061.000
India,Odisha,Kendrapara,"Agriculture Year (Jul - Jun), 2017",228633.000,4000.000,45000.000,0.000,12000.000,2000.000,5000.000,11000.000,23000.000,126633.000,147031.000,20398.000
India,Madhya Pradesh,Umaria,"Agriculture Year (Jul - Jun), 2016",450329.000,236714.000,34717.000,8806.000,16704.000,215.000,17187.000,18327.000,16905.000,100754.000,138395.000,37641.000
India,Rajasthan,Sirohi,"Agriculture Year (Jul - Jun), 2016",517947.000,155488.000,25715.000,74474.000,33259.000,11.000,9257.000,30882.000,24946.000,163915.000,226556.000,62641.000
India,Uttar Pradesh,Bulandshahr,"Agriculture Year (Jul - Jun), 2013",364974.000,7795.000,43079.000,4818.000,928.000,283.000,3402.000,1248.000,3994.000,299427.000,525507.000,226080.000
India,Punjab,S.A.S Nagar,"Agriculture Year (Jul - Jun), 2012",120938.000,17568.000,14957.000,7965.000,1160.000,755.000,207.000,87.000,1046.000,77193.000,121523.000,44330.000
India,West Bengal,Alipurduar,"Agriculture Year (Jul - Jun), 2018",283202.000,114607.000,29129.000,125.000,14.000,1870.000,146.000,11.000,2000.000,135300.000,241999.000,106699.000
India,Uttar Pradesh,Hapur,"Agriculture Year (Jul - Jun), 2014",114276.000,846.000,18151.000,1607.000,54.000,175.000,973.000,1833.000,3745.000,86892.000,142412.000,55520.000
India,Nagaland,Zunheboto,"Agriculture Year (Jul - Jun), 2012",124392.000,56985.000,6521.000,200.000,0.000,5217.000,5865.000,8251.000,3993.000,37360.000,44800.000,7440.000
India,Karnataka,Chikkaballapura,"Agriculture Year (Jul - Jun), 2016",404501.000,49704.000,32743.000,34302.000,55550.000,6482.000,4743.000,10309.000,7964.000,202704.000,213397.000,10693.000
India,Karnataka,Bagalkote,"Agriculture Year (Jul - Jun), 2013",658877.000,81126.000,28832.000,24810.000,3429.000,274.000,2035.000,9971.000,41001.000,467399.000,588692.000,121293.000
India,Uttar Pradesh,Hapur,"Agriculture Year (Jul - Jun), 2016",114276.000,846.000,18973.000,1480.000,52.000,76.000,890.000,1594.000,3350.000,87015.000,144730.000,57715.000
India,Telangana,Adilabad,"Agriculture Year (Jul - Jun), 2017",397131.000,172472.000,6438.000,8583.000,4386.000,175.000,3796.000,501.000,2289.000,198491.000,218601.000,20110.000
India,Jammu And Kashmir,Bandipora,"Agriculture Year (Jul - Jun), 2015",34323.000,330.000,3900.000,2278.000,1711.000,28.000,719.000,0.000,0.000,25357.000,28977.000,3620.000
India,Telangana,Jayashankar Bhupalapally,"Agriculture Year (Jul - Jun), 2016",399554.411,252709.335,17565.856,16147.823,6424.971,9877.353,4677.149,8812.143,1410.729,81929.051,102206.250,20277.199
India,Tamil Nadu,Tuticorin,"Agriculture Year (Jul - Jun), 2014",459049.381,10738.887,74583.188,19384.998,5004.719,35689.343,44119.935,66730.889,10005.538,192791.885,195842.307,3050.421
India,Telangana,Rajanna Sircilla,"Agriculture Year (Jul - Jun), 2014",200448.854,42460.661,16546.452,16146.848,6943.782,1786.441,4085.601,4860.705,21353.427,86264.936,118468.188,32203.251
India,Uttar Pradesh,Shamli,"Agriculture Year (Jul - Jun), 2015",127683.000,5484.000,15259.000,166.000,341.000,86.000,38.000,108.000,193.000,106008.000,169759.000,63751.000
India,Punjab,Rupnagar,"Agriculture Year (Jul - Jun), 2011",139122.000,36561.000,14491.000,5951.000,1646.000,0.000,0.000,0.000,1358.000,79115.000,144786.000,65671.000
India,Uttar Pradesh,Baghpat,"Agriculture Year (Jul - Jun), 2016",134983.000,1629.000,19080.000,1845.000,97.000,122.000,2485.000,793.000,1579.000,107353.000,174415.000,67062.000
India,Uttar Pradesh,Pilibhit,"Agriculture Year (Jul - Jun), 2016",378384.000,80043.000,44712.000,5510.000,260.000,3544.000,2810.000,1202.000,7092.000,233211.000,411513.000,178302.000
India,Odisha,Kendrapara,"Agriculture Year (Jul - Jun), 2016",228920.000,11000.000,45000.000,0.000,11000.000,2000.000,4000.000,8000.000,18000.000,129920.000,143959.000,14039.000
India,Jammu And Kashmir,Ramban,"Agriculture Year (Jul - Jun), 2013",113787.000,60717.000,12998.000,11309.000,3023.000,2533.000,4609.000,1956.000,1290.000,15352.000,21872.000,6520.000
India,Jammu And Kashmir,Budgam,"Agriculture Year (Jul - Jun), 2015",77827.000,711.000,5384.000,3524.000,5237.000,1772.000,2499.000,0.000,0.000,58700.000,71407.000,12707.000
India,Kerala,Kottayam,"Agriculture Year (Jul - Jun), 2016",220442.000,8141.000,35324.000,1083.000,0.000,127.000,7262.000,2865.000,5019.000,160621.000,204337.000,43716.000
India,Telangana,Medak,"Agriculture Year (Jul - Jun), 2018",277153.000,58186.000,16446.000,17899.000,6708.000,1390.000,5768.000,36498.000,64933.000,69325.000,83774.000,14449.000
India,Punjab,Ludhiana,"Agriculture Year (Jul - Jun), 2014",368312.000,10017.000,59318.000,0.000,0.000,0.000,0.000,0.000,0.000,298977.000,592502.000,293525.000
India,Tripura,South Tripura,"Agriculture Year (Jul - Jun), 2012",158567.000,105871.000,9098.000,0.000,35.000,449.000,15.000,46.000,28.000,43025.000,80553.000,37528.000
India,Jharkhand,Giridih,"Agriculture Year (Jul - Jun), 2011",493248.000,158533.000,34061.000,38332.000,13322.000,9357.000,22397.000,60469.000,102543.000,54234.000,63268.000,9034.000
India,Kerala,Alappuzha,"Agriculture Year (Jul - Jun), 2013",141011.000,0.000,35108.000,29.000,0.000,72.000,15064.000,2670.000,3363.000,84705.000,106619.000,21914.000
India,Uttar Pradesh,Unnao,"Agriculture Year (Jul - Jun), 2012",460222.000,16981.000,49048.000,11886.000,3388.000,2455.000,11429.000,27023.000,25736.000,312276.000,495456.000,183180.000
India,Jharkhand,East Singhbum,"Agriculture Year (Jul - Jun), 2016",556697.000,124846.000,142808.000,49066.000,2739.000,5247.000,40351.000,45066.000,85484.000,61090.000,62371.000,1281.000
India,Jharkhand,Gumla,"Agriculture Year (Jul - Jun), 2014",534318.000,135341.000,24203.000,35945.000,1108.000,2388.000,31463.000,82275.000,96919.000,124676.000,124802.000,126.000
India,Meghalaya,South Garo Hills,"Agriculture Year (Jul - Jun), 2017",181010.000,102274.000,7421.000,3802.000,0.000,6400.000,18177.000,19493.000,4839.000,18604.000,23858.000,5254.000
India,Odisha,Kendujhar,"Agriculture Year (Jul - Jun), 2016",648447.000,144000.000,61000.000,82000.000,23000.000,7000.000,38000.000,48000.000,78000.000,167447.000,206093.000,38646.000
India,Odisha,Boudh,"Agriculture Year (Jul - Jun), 2015",203224.000,29000.000,33000.000,8000.000,20000.000,0.000,16000.000,14000.000,21000.000,62224.000,65036.000,2812.000
India,Odisha,Bhadrak,"Agriculture Year (Jul - Jun), 2017",235380.000,1000.000,44000.000,2000.000,10000.000,3000.000,10000.000,7000.000,12000.000,146380.000,162505.000,16125.000
India,Tamil Nadu,The Nilgiris,"Agriculture Year (Jul - Jun), 2013",260902.220,142432.245,11638.112,3424.089,4977.174,3823.753,1739.479,10968.681,4263.886,77634.800,77785.527,150.727
India,Punjab,Gurdaspur,"Agriculture Year (Jul - Jun), 2014",257097.000,6160.000,6196.000,14574.000,0.000,0.000,0.000,0.000,20713.000,209454.000,423579.000,214125.000
India,Karnataka,Kalaburagi,"Agriculture Year (Jul - Jun), 2013",1094120.000,35316.000,38420.000,35113.000,25855.000,1131.000,9417.000,24959.000,62647.000,861262.000,1021186.000,159924.000
India,Jammu And Kashmir,Ganderbal,"Agriculture Year (Jul - Jun), 2012",39304.000,988.000,5909.000,3161.000,1790.000,1378.000,2478.000,3901.000,5901.000,13798.000,18691.000,4893.000
India,Kerala,Palakkad,"Agriculture Year (Jul - Jun), 2017",447584.000,136257.000,62663.000,1538.000,0.000,609.000,18487.000,12824.000,8365.000,206841.000,272326.000,65485.000
India,Himachal Pradesh,Kullu,"Agriculture Year (Jul - Jun), 2011",64224.000,2520.000,7946.000,3204.000,3911.000,3796.000,980.000,823.000,2469.000,38575.000,58874.000,20299.000
India,Uttarakhand,Pithoragarh,"Agriculture Year (Jul - Jun), 2014",746734.000,540150.000,11459.000,20810.000,45981.000,42579.000,35085.000,6306.000,4069.000,40295.000,71265.000,30970.000
India,Uttar Pradesh,Ghazipur,"Agriculture Year (Jul - Jun), 2014",333214.000,121.000,50050.000,2985.000,630.000,3415.000,3107.000,3602.000,13588.000,255716.000,420179.000,164463.000
India,Rajasthan,Baran,"Agriculture Year (Jul - Jun), 2012",699461.000,216618.000,27879.000,37404.000,34751.000,185.000,14066.000,15599.000,7567.000,345392.000,628788.000,283396.000
India,Odisha,Balangir,"Agriculture Year (Jul - Jun), 2017",541777.000,62000.000,50000.000,19000.000,38000.000,1000.000,27000.000,53000.000,126000.000,165777.000,191102.000,25325.000
India,Telangana,Nizamabad,"Agriculture Year (Jul - Jun), 2014",422779.194,89988.307,51934.991,24886.900,10511.026,818.351,6655.212,31708.971,52150.738,154124.697,238967.490,84842.793
India,Odisha,Sundargarh,"Agriculture Year (Jul - Jun), 2014",1044732.000,495732.000,69000.000,74000.000,33000.000,2000.000,45000.000,48000.000,71000.000,207000.000,210777.000,3777.000
India,Uttar Pradesh,Balrampur,"Agriculture Year (Jul - Jun), 2015",324697.000,58796.000,34844.000,3696.000,266.000,5264.000,2136.000,472.000,2986.000,216237.000,360858.000,144621.000
India,Madhya Pradesh,Jhabua,"Agriculture Year (Jul - Jun), 2014",293057.000,10857.000,32524.000,34741.000,4311.000,4.000,18193.000,1244.000,1499.000,189684.000,251116.000,61432.000
India,Jammu And Kashmir,Ramban,"Agriculture Year (Jul - Jun), 2015",113787.000,60717.000,13398.000,11309.000,2370.000,2983.000,3024.000,0.000,0.000,19986.000,25933.000,5947.000
India,Madhya Pradesh,Betul,"Agriculture Year (Jul - Jun), 2017",1007800.000,394793.000,51998.000,24219.000,28469.000,653.000,38879.000,24747.000,16068.000,427974.000,632405.000,204431.000
India,Jharkhand,Giridih,"Agriculture Year (Jul - Jun), 2015",493248.000,158533.000,32718.000,38463.000,12897.000,9582.000,22083.000,52313.000,118364.000,48295.000,94376.000,46081.000
India,Tamil Nadu,Chennai,"Agriculture Year (Jul - Jun), 2013",44616.440,1846.349,25850.008,936.588,839.105,629.402,622.457,3553.788,2520.914,7817.828,10235.072,2417.244
India,Uttar Pradesh,Saharanpur,"Agriculture Year (Jul - Jun), 2011",363791.000,33229.000,50405.000,285.000,193.000,1361.000,681.000,1453.000,1137.000,275047.000,414280.000,139233.000
India,Rajasthan,Jaipur,"Agriculture Year (Jul - Jun), 2015",1105519.000,82793.000,84801.000,60383.000,73982.000,752.000,42174.000,60066.000,63272.000,637296.000,929231.000,291935.000
India,Kerala,Kottayam,"Agriculture Year (Jul - Jun), 2015",220442.000,8141.000,35080.000,1166.000,0.000,131.000,7273.000,2518.000,4765.000,161368.000,201706.000,40338.000
India,Puducherry,Yanam,"Agriculture Year (Jul - Jun), 2016",2391.000,0.000,1257.000,0.000,0.000,429.000,9.000,45.000,47.000,604.000,881.000,277.000
India,Odisha,Boudh,"Agriculture Year (Jul - Jun), 2012",304371.000,127717.000,27000.000,5000.000,19000.000,1000.000,13000.000,15000.000,20000.000,76654.000,85305.000,8651.000
India,Tamil Nadu,Kanchipuram,"Agriculture Year (Jul - Jun), 2013",164070.958,8831.201,56136.767,4052.817,6769.255,4354.890,4223.843,25619.591,16122.051,37960.543,44777.552,6817.009
India,Rajasthan,Bhilwara,"Agriculture Year (Jul - Jun), 2011",1050885.000,75597.000,68145.000,143744.000,120865.000,102.000,119593.000,55279.000,41527.000,426033.000,624252.000,198219.000
India,Uttar Pradesh,Kanpur Dehat,"Agriculture Year (Jul - Jun), 2013",314984.000,5796.000,30574.000,15075.000,376.000,2714.000,3980.000,17296.000,17247.000,221926.000,292483.000,70557.000
India,Uttar Pradesh,Ghaziabad,"Agriculture Year (Jul - Jun), 2011",92658.000,2011.000,26683.000,1451.000,37.000,152.000,2009.000,2534.000,5140.000,52641.000,83906.000,31265.000
India,Haryana,Yamunanagar,"Agriculture Year (Jul - Jun), 2012",172209.000,13664.000,29965.000,2185.000,1725.000,0.000,380.000,0.000,130.000,124160.000,211330.000,87170.000
India,Uttar Pradesh,Mainpuri,"Agriculture Year (Jul - Jun), 2017",272723.000,1776.000,34485.000,14700.000,1213.000,943.000,3834.000,8615.000,8967.000,198190.000,327749.000,129559.000
India,Madhya Pradesh,Betul,"Agriculture Year (Jul - Jun), 2012",1007800.000,397390.000,46852.000,25942.000,27817.000,4.000,38765.000,24695.000,6735.000,439600.000,601873.000,162273.000
India,Uttarakhand,Bageshwar,"Agriculture Year (Jul - Jun), 2017",207902.000,110160.000,4882.000,6702.000,20738.000,28834.000,11287.000,840.000,54.000,24405.000,42599.000,18194.000
India,Madhya Pradesh,Sheopur,"Agriculture Year (Jul - Jun), 2014",666650.000,292883.000,39604.000,85109.000,37118.000,0.000,38127.000,2496.000,3423.000,167890.000,259762.000,91872.000
India,Jharkhand,Giridih,"Agriculture Year (Jul - Jun), 2012",493248.000,158533.000,32678.000,38463.000,12897.000,9582.000,21991.000,65313.000,82003.000,71788.000,74200.000,2412.000
India,Rajasthan,Bikaner,"Agriculture Year (Jul - Jun), 2018",3041753.000,104280.000,277831.000,17324.000,49837.000,256.000,548521.000,246791.000,213782.000,1583131.000,2049347.000,466216.000
India,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,"Agriculture Year (Jul - Jun), 2011",48882.000,20352.000,3673.000,84.000,924.000,0.000,469.000,1414.000,1501.000,20465.000,24853.000,4388.000
India,Uttar Pradesh,Aligarh,"Agriculture Year (Jul - Jun), 2014",371261.000,2577.000,41141.000,5863.000,1730.000,317.000,6823.000,4739.000,2819.000,305252.000,541907.000,236655.000
India,Uttar Pradesh,Lucknow,"Agriculture Year (Jul - Jun), 2017",251596.000,12000.000,59210.000,6340.000,3099.000,2075.000,4806.000,17876.000,12312.000,133878.000,198972.000,65094.000
India,West Bengal,Paschim Bardhaman,"Agriculture Year (Jul - Jun), 2017",161461.000,8249.000,96756.000,50.000,5.000,67.000,384.000,110.000,800.000,55040.000,60155.000,5115.000
India,Uttar Pradesh,Chandauli,"Agriculture Year (Jul - Jun), 2011",253374.000,77400.000,27642.000,2545.000,28.000,1238.000,1177.000,1616.000,9665.000,132063.000,235261.000,103198.000
India,Jharkhand,Jamtara,"Agriculture Year (Jul - Jun), 2011",180704.000,14042.000,22250.000,7797.000,14241.000,1703.000,14832.000,43806.000,21720.000,40313.000,40378.000,65.000
India,Uttar Pradesh,Pratapgarh,"Agriculture Year (Jul - Jun), 2013",361629.000,569.000,70205.000,9148.000,524.000,15499.000,6771.000,14739.000,60386.000,183788.000,294088.000,110300.000
India,Tamil Nadu,Erode,"Agriculture Year (Jul - Jun), 2016",569915.247,226589.118,53187.389,6261.716,102.097,926.967,3059.564,96704.293,49271.344,133812.758,137135.620,3322.862
India,Uttar Pradesh,Hapur,"Agriculture Year (Jul - Jun), 2012",114276.000,846.000,17471.000,1673.000,63.000,213.000,883.000,1751.000,4384.000,86992.000,143694.000,56702.000
India,Uttar Pradesh,Mathura,"Agriculture Year (Jul - Jun), 2017",330328.000,1823.000,41588.000,3476.000,1334.000,936.000,7127.000,2734.000,4669.000,266641.000,406563.000,139922.000
India,Uttar Pradesh,Fatehpur,"Agriculture Year (Jul - Jun), 2012",422126.000,7615.000,48526.000,10217.000,2783.000,5846.000,9621.000,14373.000,33650.000,289495.000,417479.000,127984.000
India,Tamil Nadu,Tirunelveli,"Agriculture Year (Jul - Jun), 2014",369983.918,69939.196,56478.317,16437.830,2822.575,4659.219,19309.126,99058.356,10540.313,90738.987,106163.514,15424.527
India,Madhya Pradesh,Shajapur,"Agriculture Year (Jul - Jun), 2017",346040.000,0.000,32755.000,7579.000,16806.000,158.000,6650.000,126.000,239.000,281727.000,512740.000,231013.000
India,Uttar Pradesh,Bareilly,"Agriculture Year (Jul - Jun), 2016",406915.000,352.000,56670.000,7466.000,325.000,2622.000,1284.000,3042.000,8627.000,326527.000,539576.000,213049.000
India,Tamil Nadu,Chennai,"Agriculture Year (Jul - Jun), 2012",44616.440,1846.349,25776.651,936.588,839.105,670.352,647.465,3538.741,2666.457,7694.733,9271.897,1577.164
